CHEMICAL_ID_NUMBER,STRIPPED_CHEMICAL_ID_NUMBER,Nat_Agg_PPV_2015,Nat_Agg_PPV_2014,Nat_Agg_PPV_2013,Nat_Agg_PPV_2012
3468-63-1,3468631,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
34690-00-1,34690001,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb"
34762-90-8,34762908,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb"
34832-88-7,34832887,"100,000 - 500,000 lb","< 25,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
3486-35-9,3486359,"25,000 - 100,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
34885-03-5,34885035,Withheld,Withheld,Withheld,Withheld
34893-92-0,34893920,"< 25,000 lb","25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb"
3495-36-1,3495361,Withheld,Withheld,Withheld,Withheld
349-76-8,349768,"< 25,000 lb","25,000 - 100,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
35074-77-2,35074772,Withheld,Withheld,Withheld,Withheld
35087-77-5,35087775,Withheld,Withheld,Withheld,Withheld
35123-06-9,35123069,Withheld,Withheld,"< 25,000 lb","< 25,000 lb"
35141-30-1,35141301,Withheld,Withheld,Withheld,Withheld
351870-33-2,351870332,Withheld,Withheld,Withheld,Withheld
35203-06-6,35203066,Withheld,Withheld,Withheld,Withheld
35203-08-8,35203088,Withheld,Withheld,Withheld,Withheld
35206-51-0,35206510,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
3520-72-7,3520727,"25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
3524-68-3,3524683,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
35249-89-9,35249899,Withheld,Withheld,Withheld,Withheld
35272-27-6,35272276,Withheld,Withheld,Withheld,Withheld
3528-63-0,3528630,"< 25,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","< 25,000 lb"
35342-16-6,35342166,Withheld,Withheld,Withheld,Withheld
3536-96-7,3536967,"25,000 - 100,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb"
3539-43-3,3539433,Withheld,Withheld,Withheld,Withheld
35397-13-8,35397138,Withheld,Withheld,Withheld,Withheld
354140-87-7,354140877,"< 25,000 lb","< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb"
354-23-4,354234,"500,000 - 1,000,000 lb","< 25,000 lb","100,000 - 500,000 lb","< 25,000 lb"
3542-36-7,3542367,Withheld,Withheld,Withheld,Withheld
354-25-6,354256,Withheld,Withheld,Withheld,Withheld
354-32-5,354325,Withheld,Withheld,Withheld,Withheld
354-33-6,354336,"50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","100,000,000 - 250,000,000 lb","50,000,000 - 100,000,000 lb"
35435-21-3,35435213,Withheld,Withheld,Withheld,Withheld
354-58-5,354585,Withheld,Withheld,Withheld,Withheld
354-64-3,354643,Withheld,Withheld,Withheld,Withheld
3547-33-9,3547339,Withheld,Withheld,Withheld,Withheld
35541-81-2,35541812,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb"
355-42-0,355420,Withheld,Withheld,Withheld,Withheld
355-43-1,355431,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
35636-63-6,35636636,Withheld,Withheld,Withheld,Withheld
35657-77-3,35657773,Withheld,Withheld,Withheld,Withheld
35691-65-7,35691657,Withheld,Withheld,Withheld,Withheld
35794-11-7,35794117,Withheld,Withheld,Withheld,Withheld
35835-94-0,35835940,Withheld,Withheld,Withheld,Withheld
35884-05-0,35884050,"< 25,000 lb","25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb"
359-07-9,359079,Withheld,Withheld,Withheld,Withheld
3590-84-9,3590849,Withheld,Withheld,Withheld,Withheld
359-35-3,359353,Withheld,Withheld,Withheld,Withheld
35948-25-5,35948255,Withheld,Withheld,Withheld,Withheld
35958-30-6,35958306,"< 25,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
3598-16-1,3598161,Withheld,Withheld,Withheld,Withheld
36060-61-4,36060614,Withheld,Withheld,Withheld,Withheld
36078-10-1,36078101,"25,000 - 100,000 lb","< 25,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
3609-96-9,3609969,"25,000 - 100,000 lb","25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb"
36177-92-1,36177921,Withheld,Withheld,Withheld,Withheld
3618-72-2,3618722,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
36190-62-2,36190622,"< 25,000 lb","< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb"
3622-84-2,3622842,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
3624-77-9,3624779,Withheld,Withheld,Withheld,Withheld
362520-79-4,362520794,"< 25,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","< 25,000 lb"
362520-89-6,362520896,"< 25,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","< 25,000 lb"
36290-04-7,36290047,Withheld,Withheld,Withheld,Withheld
36315-01-2,36315012,Withheld,Withheld,Withheld,Withheld
1/2/3637,3637012,Withheld,Withheld,Withheld,Withheld
36388-36-0,36388360,Withheld,Withheld,Withheld,Withheld
364059-77-8,364059778,"25,000 - 100,000 lb","25,000 - 100,000 lb","< 25,000 lb","25,000 - 100,000 lb"
