DISPOSAL ACTIVITY,TRIFID,UNIT OF MEASURE,PRIMARY NAICS CODE,TRI_CHEM_ID,REPORTING YEAR,FLOW
Other landfills,74945GLBLSHWY17,kg,327410,N770,2017,4289.120139207999
Other landfills,74945GLBLSHWY17,kg,327410,N420,2017,158.114006544
Other landfills,74820DLCMN1100W,kg,327310,N420,2017,43.09124
Other landfills,74764WYRHSHIGHW,kg,322130,N982,2017,16975.227007999998
Other landfills,74764WYRHSHIGHW,kg,322130,N495,2017,4764.076776
Other landfills,74764WYRHSHIGHW,kg,322130,N458,2017,8.618248
Other landfills,74764WYRHSHIGHW,kg,322130,N450,2017,155053.167728
Other landfills,75110LCTYR909S1,kg,331511,91203,2017,6321.2581119999995
Other landfills,7183WJHNWT3711H,kg,221112,N495,2017,8618.248
Other landfills,7785WKGRVS13MIL,kg,221112,N760,2017,43957.147128
Other landfills,7785WKGRVS13MIL,kg,221112,N982,2017,67711.760168
Other landfills,83861STMRSMILLR,kg,321212,N150,2017,2.63659e-05
Other landfills,83857BNNTT3759H,kg,321113,7439921,2017,28.0773448
Other landfills,83856STMSNSMERR,kg,321113,N420,2017,34.1101184
Other landfills,83845LSNPCOLDHW,kg,321113,N420,2017,14.968536
Other landfills,83841RLYCRRILEY,kg,321113,N420,2017,12.8366536
Other landfills,83801LPCHLNORTH,kg,321113,N420,2017,14.4242256
Other landfills,83651MLGMTPOBOX,kg,311313,7439976,2017,11.294440799999999
Other landfills,83612TMRCK3555H,kg,321113,7439921,2017,19.0962232
Other landfills,83553MPRLM266TH,kg,321113,7439921,2017,1.2972731199999998
Other landfills,83530BNNTTHWY95,kg,321113,7439921,2017,23.314628799999998
Other landfills,83415SDDHNLINCO,kg,541715,N511,2017,0.226796
Other landfills,83415SDDHNLINCO,kg,541715,98828,2017,94.36074376
Other landfills,83415SDDHNLINCO,kg,541715,91203,2017,0.226796
