TRI_CHEM_ID,Name,Molecular Mass,ΔcH°gas,ΔcH°gas - Units,ΔcH°liquid,ΔcH°liquid - Units,ΔcH°solid,ΔcH°solid - Units,Boiling Point,Boiling Point - Units,Melting Point,Melting Point - Units,IE,IE - Units,Proton affinity,Proton affinity - Units,Gas basicity,Gas basicity - Units,Source,Consulted Date
2051607,"1,1'-Biphenyl, 2-chloro-",188.653,,,-6072.07,kJ/mol,,,547.2,K,305.3,K,8.2,eV,,,,,https://webbook.nist.gov/,10_11_2019
2051618,3-Chlorobiphenyl,188.653,,,-6045.96,kJ/mol,,,557.7,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
2051629,"1,1'-Biphenyl, 4-chloro-",188.653,,,,,-6040.06,kJ/mol,555,K,,,8.1,eV,,,,,https://webbook.nist.gov/,10_11_2019
33284503,"1,1'-Biphenyl, 2,4-dichloro-",223.098,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
33979032,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-",360.878,,,,,,,,,386.7,K,,,,,,,https://webbook.nist.gov/,10_11_2019
38444869,"1,1'-Biphenyl, 2',3,4-trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
2051243,Decachlorobiphenyl,498.658,,,,,,,,,577.65,K,,,,,,,https://webbook.nist.gov/,10_11_2019
38380084,"1,1'-Biphenyl, 2,3,3',4,4',5-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663680,"1,1'-Biphenyl, 2,2',3,4',5,5',6-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
2974927,"1,1'-Biphenyl, 3,4-dichloro-",223.098,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
32598100,"1,1'-Biphenyl, 2,3',4,4'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
34883391,"1,1'-Biphenyl, 2,5-dichloro-",223.098,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
35065306,"1,1'-Biphenyl, 2,2',3,3',4,4',5-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
35693926,"1,1'-Biphenyl, 2,4,6-trichloro-",257.543,,,,,,,,,334.3,K,,,,,,,https://webbook.nist.gov/,10_11_2019
37680652,"1,1'-Biphenyl, 2,2',5-trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38380017,"1,1'-Biphenyl, 2,2',4,4',5-pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38380028,"1,1'-Biphenyl, 2,2',3,4,5'-pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38380040,"1,1'-Biphenyl, 2,2',3,4',5',6-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38411222,"1,1'-Biphenyl, 2,2',3,3',6,6'-hexachloro-",360.878,,,,,,,,,385.2,K,,,,,,,https://webbook.nist.gov/,10_11_2019
38444938,"1,1'-Biphenyl, 2,2',3,3'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
41464408,"1,1'-Biphenyl, 2,2',4,5'-tetrachloro-",291.988,,,,,,,,,339.1,K,,,,,,,https://webbook.nist.gov/,10_11_2019
41464419,"1,1'-Biphenyl, 2,2',5,6'-Tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663715,"1,1'-Biphenyl, 2,2',3,3',4,4',6-heptachloro-",395.323,,,,,,,,,395.4,K,,,,,,,https://webbook.nist.gov/,10_11_2019
2136994,"1,1'-Biphenyl, 2,2',3,3',5,5',6,6'-octachloro-",429.768,,,,,,,,,433.8,K,,,,,,,https://webbook.nist.gov/,10_11_2019
33284536,"1,1'-Biphenyl, 2,3,4,5-tetrachloro-",291.988,,,,,,,,,363.9,K,,,,,,,https://webbook.nist.gov/,10_11_2019
52663679,"1,1'-Biphenyl, 2,2',3,3',5,5',6-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663771,"1,1'-Biphenyl, 2,2',3,3',4,5,5',6,6'-nonachloro-",464.213,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
60145213,"1,1'-Biphenyl, 2,2',4,5',6-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
73575549,"2,2',3,6,6'-Pentachloro-1,1'-biphenyl",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38444858,"1,1'-Biphenyl, 2,3,4'-Trichloro-",257.543,,,,,-5617.23,kJ/mol,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38380073,"1,1'-Biphenyl, 2,2',3,3',4,4'-hexachloro-",360.878,,,,,,,,,424.9,K,,,,,,,https://webbook.nist.gov/,10_11_2019
2050671,"1,1'-Biphenyl, 3,3'-dichloro-",223.098,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
34883437,"1,1'-Biphenyl, 2,4'-dichloro-",223.098,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
2437798,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
57465288,"3,3',4,4,',5-Pentachloro-1,1'-biphenyl",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
41464395,"1,1'-Biphenyl, 2,2',3,5'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38380039,"1,1'-Biphenyl, 2,3,3',4',6-pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
32774166,"1,1'-Biphenyl, 3,3',4,4',5,5'-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
33284525,"1,1'-Biphenyl, 3,3',5,5'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
16605917,"1,1'-Biphenyl, 2,3-dichloro-",223.098,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
32690930,"Biphenyl, 2,4,4',5-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
33025411,"1,1'-Biphenyl, 2,3,4,4'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
37680663,"2,2',4-Trichloro-1,1'-biphenyl",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38444778,"2,4',6-Trichloro-1,1'-biphenyl",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38444789,"2,2',3-Trichloro-1,1'-biphenyl",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38444847,"1,1'-Biphenyl, 2,3,3'-trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
39485831,"1,1'-Biphenyl, 2,2',4,4',6-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
41464511,"1,1'-Biphenyl, 2,2',3',4,5-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663599,"1,1'-Biphenyl, 2,2',3,4-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663602,"1,1'-Biphenyl, 2,2',3,3',6-pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663613,"1,1'-Biphenyl, 2,2',3,5,5'-pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663646,"1,1'-Biphenyl, 2,2',3,3',5,6,6'-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663668,"1,1'-Biphenyl, 2,2',3,3',4,5'-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52744135,"1,1'-Biphenyl, 2,2',3,3',5,6'-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
55215184,"1,1'-Biphenyl, 2,2',3,3',4,5-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
55702459,"1,1'-Biphenyl, 2,3,6-trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
65510454,"2,2',3,4,4'-Pentachloro-1,1'-biphenyl",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472461,"2,3,3',5,5',6-Hexachloro-1,1'-biphenyl",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
25569806,"1,1'-Biphenyl 2,3'-dichloro-",223.098,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
33091177,"1,1'-Biphenyl, 2,2',3,3',4,4',6,6'-octachloro-",429.768,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
33284547,"1,1'-Biphenyl, 2,3,5,6-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
34883415,"1,1'-Biphenyl, 3,5-dichloro-",223.098,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
35694065,"1,1'-Biphenyl, 2,2',3,4,4',5-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
35694087,"1,1'-Biphenyl, 2,2',3,3',4,4',5,5'-octachloro-",429.768,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
37680685,"1,1'-Biphenyl, 2',3,5-trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38380051,"1,1'-Biphenyl, 2,2',3,3',4,6'-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38411255,"1,1'-Biphenyl, 2,2',3,3',4,5,6'-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38444767,"2,3',6-Trichlorobiphenyl",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
39635319,"1,1'-Biphenyl, 2,3,3',4,4',5,5'-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
39635353,"2,3,3',4,5,5'-Hexachloro-1,1'-biphenyl",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
40186707,"2,2',3,3',4,5',6-Heptachlorobiphenyl",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
40186718,"1,1'-Biphenyl, 2,2',3,3',4,5',6,6'-octachloro-",429.768,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
41411636,"2,3,4,4',5,6-Hexachloro-1,1'-biphenyl",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
41411647,"1,1'-Biphenyl, 2,3,3',4,4',5,6-Heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
41464420,"1,1'-Biphenyl, 2,3',5,5'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
41464431,"1,1'-Biphenyl, 2,3,3',4'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
41464464,"1,1'-Biphenyl, 2,3',4',6-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
41464486,"1,1'-Biphenyl, 3,3',4,5'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
41464497,"1,1'-Biphenyl, 2,3,3',5'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
42740501,"1,1'-Biphenyl, 2,2',3,3',4,4',5,6'-octachloro-",429.768,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
51908168,"1,1'-Biphenyl, 2,2',3,4',5,5'-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663588,"1,1'-Biphenyl, 2,3,4',6-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663635,"1,1'-Biphenyl, 2,2',3,5,5',6-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663657,"1,1'-Biphenyl, 2,2',3,3',4,6,6'-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663691,"1,1'-Biphenyl, 2,2',3,4,4',5',6-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663704,"1,1'-Biphenyl, 2,2',3,3',4,5',6'-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663726,"1,1'-Biphenyl, 2,3',4,4',5,5'-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663737,"1,1'-Biphenyl, 2,2',3,3',4,5,6,6'-octachloro-",429.768,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663748,"1,1'-Biphenyl, 2,2',3,3',4,5,5'-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663759,"1,1'-Biphenyl, 2,2',3,3',4,5,5',6'-octachloro-",429.768,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663760,"2,2',3,4,4',5,5',6-Octachloro-1,1'-biphenyl",429.768,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663782,"1,1'-Biphenyl, 2,2',3,3',4,4',5,6-octachloro-",429.768,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663793,"1,1'-Biphenyl, 2,2',3,3',4,4',5,6,6'-nonachloro-",464.213,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52704708,"2,2',3,3',5,6-Hexachloro-1,1'-biphenyl",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52712046,"1,1'-Biphenyl, 2,2',3,4,5,5'-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
15950660,"Phenol, 2,3,4-trichloro-",197.446,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52712057,"1,1'-Biphenyl, 2,2',3,4,5,5',6-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
933755,"Phenol, 2,3,6-trichloro-",197.446,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
53555661,"3,4,5-Trichloro-1,1'-biphenyl",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
4901513,"Phenol, 2,3,4,5-tetrachloro-",231.891,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
54230227,"2,3,4,6-Tetrachloro-1,1'-biphenyl",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
935955,"Phenol, 2,3,5,6-tetrachloro-",231.891,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
55215173,"1,1'-Biphenyl, 2,2',3,4,6-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
55312691,"1,1'-Biphenyl, 2,2',3,4,5-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
55702460,"1,1'-Biphenyl, 2,3,4-trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
55712373,"1,1'-Biphenyl, 2,3',4-trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
55720440,"2,3,5-Trichloro-1,1'-biphenyl",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
56030569,"1,1'-Biphenyl, 2,2',3,4,4',6-Hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
460195,Cyanogen,52.0348,-1096,kJ/mol,,,,,252,K,,,13.37,eV,674.7,kJ/mol,645.8,kJ/mol,https://webbook.nist.gov/,10_11_2019
56558168,"1,1'-Biphenyl, 2,2',4,6,6'-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
56558179,"1,1'-Biphenyl, 2,3',4,4',6-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
60145202,"1,1'-Biphenyl, 2,2',3,3',5-pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
60145224,"1,1'-Biphenyl, 2,2',4,4',5',6-Hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
60145235,"1,1'-Biphenyl, 2,2',3,4,4',5,6'-Heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
60233241,"1,1'-Biphenyl, 2,3',4,6-Tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
60233252,"1,1'-Biphenyl, 2,2',3',4,6-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
62796650,"1,1'-Biphenyl, 2,2',4,6-Tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
68194070,"2,2',3,4',5-Pentachloro-1,1'-biphenyl",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
68194138,"2,2',3,4',5,6-Hexachloro-1,1'-biphenyl",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
123615,m-Phenylene diisocyanate,160.1296,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
68194149,"2,2',3,4,5',6-Hexachloro-1,1'-biphenyl",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
68194150,"1,1'-Biphenyl, 2,2',3,4,5,6'-Hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
68194161,"2,2',3,3',4,5,6-Heptachloro-1,1'-biphenyl",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
68194172,"1,1'-Biphenyl, 2,2',3,3',4,5,5',6-Octachloro-",429.768,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
69782907,"1,1'-Biphenyl, 2,3,3',4,4',5'-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
40321764,"1,2,3,7,8-Pentachlorodibenzodioxin",356.416,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
70362413,"2,3,3',4,5'-Pentachloro-1,1'-biphenyl",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
39227286,"1,2,3,4,7,8-Hexachlorodibenzodioxin",390.861,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
70362479,"2,2',4,5-Tetrachloro-1,1'-biphenyl",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
57653857,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",390.861,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
19408743,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",390.861,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
70362504,"3,4,4',5-Tetrachloro-1,1'-biphenyl",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
35822469,"1,2,3,4,6,7,8-Heptachlorodibenzodioxin",425.306,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
57117416,"1,2,3,7,8-Pentachlorodibenzofuran",340.417,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
57117314,"Dibenzofuran, 2,3,4,7,8-pentachloro-",340.417,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
70648269,"1,2,3,4,7,8-Hexachlorodibenzofuran",374.862,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
70424703,"1,1'-Biphenyl, 2',3,4,5,5'-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
73575527,"2,3',4,5'-Tetrachloro-1,1'-biphenyl",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
73575538,"2,3',4,5-Tetrachloro-1,1'-biphenyl",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
60851345,"2,3,4,6,7,8-Hexachlorodibenzofuran",374.862,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
73575550,"2,2',3,5,6'-Pentachloro-1,1'-biphenyl",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
67562394,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",409.307,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
73575561,"1,1'-Biphenyl, 2,2',3,5,6-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
73575572,"2,2',3,4,6'-Pentachloro-1,1'-biphenyl",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74338231,"2,3',5',6-Tetrachloro-1,1'-biphenyl",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74338242,"2,3,3',4-Tetrachloro-1,1'-biphenyl",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472336,"2,3,3',6-Tetrachloro-1,1'-biphenyl",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472358,"1,1'-Biphenyl, 2,3,3',4,6-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472370,"1,1'-Biphenyl, 2,3,4,4',5-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472381,"1,1'-Biphenyl, 2,3,4,4',6-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472427,"2,3,3',4,4',6-Hexachloro-1,1'-biphenyl",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472438,"2,3,3',4,5',6-Hexachloro-1,1'-biphenyl",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472449,"2,3,3',4',5,6-Hexachloro-1,1'-biphenyl",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
10595069,β-Phenoxyethyl methacrylate,206.2378,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472472,"1,1'-Biphenyl, 2,2',3,4,4',5,6-Heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472494,"1,1'-Biphenyl, 2,2',3,4,5,6,6'-Heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472518,"1,1'-Biphenyl, 2,3,3',4,5,5',6-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472529,"1,1'-Biphenyl, 2,2',3,4,4',5,6,6'-octachloro-",429.768,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
25961891,2-[2-[2-(hexyloxy)ethoxy]ethoxy]ethanol,234.3324,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74472530,"2,3,3',4,4',5,5',6-Octachloro-1,1'-biphenyl",429.768,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
74487857,"2,2',3,4',5,6,6'-Heptachloro-1,1'-biphenyl",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38444734,"1,1'-Biphenyl, 2,2',6-trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
48145046,β-Phenoxyethyl acrylate,192.2112,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38444814,"1,1'-Biphenyl, 2,3',5-trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
66728505,1-tert-Butoxy-2-methoxyethane,132.2007,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
70362457,"2,2',3,6-Tetrachloro-1,1'-biphenyl",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
61798707,"1,1'-Biphenyl, 2,2',3,3',4,6-Hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
52663624,"1,1'-Biphenyl, 2,2',3,3',4-pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38444870,"1,1'-Biphenyl, 3,3',5-trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
2974905,"1,1'-Biphenyl, 3,4'-dichloro-",223.098,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
37680696,"3,3',4-Trichloro-1,1'-biphenyl",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38444881,"1,1'-Biphenyl, 3,4',5-trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38444905,"1,1'-Biphenyl, 3,4,4'-Trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
40186729,"1,1'-Biphenyl, 2,2',3,3',4,4',5,5',6-nonachloro-",464.213,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
41411625,"1,1'-Biphenyl, 2,3,3',4,5,6-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
41464475,"1,1'-Biphenyl, 2,2',3,6'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
56558180,"1,1'-Biphenyl, 2,3',4,5',6-Pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
65510443,"2,3',4,4',5'-Pentachloro-1,1'-biphenyl",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
10022318,barium nitrate,261.337,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
69782918,"1,1'-Biphenyl, 2,3,3',4',5,5',6-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
70362468,"1,1'-Biphenyl, 2,2',3,5-Tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
10325947,cadmium nitrate,236.421,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
10022681,cadmium dinitrate tetrahydrate,308.482,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
36559225,"1,1'-Biphenyl, 2,2',3,4'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
10124375,calcium nitrate,164.088,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
7789186,caesium nitrate,194.9104,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
