PREFERRED NAME,CAS NUMBER,DSSTOX ID,Molecular Mass,LogP: Octanol-Water,LogP: Octanol-Water - Score,Melting Point,Melting Point - Units,Melting Point - Score,Boiling Point,Boiling Point - Units,Boiling Point - Score,Water Solubility,Water Solubility - Units,Water Solubility - Score,Vapor Pressure,Vapor Pressure - Units,Vapor Pressure - Score,Flash Point,Flash Point - Units,Flash Point - Score,Surface Tension,Surface Tension - Units,Surface Tension - Score,Index of Refraction,Index of Refraction - Score,Molar Refractivity,Molar Refractivity - Units,Molar Refractivity - Score,Polarizability,Polarizability - Units,Polarizability - Score,Density,Density - Units,Density - Score,Molar Volume,Molar Volume - Units,Molar Volume - Score,Thermal Conductivity,Thermal Conductivity - Units,Thermal Conductivity - Score,Viscosity,Viscosity - Units,Viscosity - Score,Henry's Law,Henry's Law - Score,LogKoa: Octanol-Air,LogKoa: Octanol-Air - Score,pKa Acidic Apparent,pKa Acidic Apparent - Score,pKa Basic Apparent,pKa Basic Apparent - Score,Bioaccumulation Factor,Bioaccumulation Factor - Score,Bioconcentration Factor,Bioconcentration Factor - Score,Soil Adsorp. Coeff. (Koc),Soil Adsorp. Coeff. (Koc) - Units,Soil Adsorp. Coeff. (Koc) - Score,Atmos. Hydroxylation Rate,Atmos. Hydroxylation Rate - Units,Atmos. Hydroxylation Rate - Score,Biodeg. Half-Life,Biodeg. Half-Life - Units,Biodeg. Half-Life - Score,Fish Biotrans. Half-Life (Km),Fish Biotrans. Half-Life (Km) - Units,Fish Biotrans. Half-Life (Km) - Score,Data Quality - CompTox,Data Source,Consulted Date
"3,3',4,4'-Tetrachlorobiphenyl",32598133,DTXSID5022514,291.98,,,109,°C,3,357,°C,3,1.95E-09,mol/L,2,1.64E-05,mmHg,2,175,°C,3,44.9,dyn/cm,4,1.61,4,70.4,cm^3,4,27.9,Å^3,4,1.44,g/cm^3,3,203,cm^3,4,123,mW/(m*K),4,,,,9.4E-06,2,9.7,2,,,,,,,7.16,1,69800,L/kg,3,1.01E-12,cm3/molecule*sec,4,11,days,4,22.4,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5022514,07_04_2020
"4,4'-Dichlorobiphenyl",2050682,DTXSID0022515,223.1,,,149,°C,1,317,°C,2,2.78E-07,mol/L,2,0.000281,mmHg,1,142,°C,3,41.1,dyn/cm,4,1.59,4,60.6,cm^3,4,24,Å^3,4,1.25,g/cm^3,3,179,cm^3,4,127,mW/(m*K),4,,,,0.000199,2,7.68,2,,,,,,,,,23000,L/kg,4,2E-12,cm3/molecule*sec,2,8.78,days,4,12.5,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0022515,07_04_2020
"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",19408743,DTXSID6023781,390.85,,,243,°C,1,427,°C,3,5.89E-11,mol/L,3,4.88E-11,mmHg,2,182,°C,3,59.7,dyn/cm,4,1.67,4,81.8,cm^3,4,32.4,Å^3,4,1.78,g/cm^3,3,220,cm^3,4,112,mW/(m*K),4,,,,1.7E-05,4,11,2,,,,,,,8320,2,1070000,L/kg,3,1.86E-12,cm3/molecule*sec,4,45.9,days,4,20,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023781,07_04_2020
Antimony,7440360,DTXSID5023879,121.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5023879,07_04_2020
Antimony trioxide,1309644,DTXSID4023880,291.517,,,655,°C,2,1430,°C,2,2.26E-07,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4023880,07_04_2020
Asbestos,1332214,DTXSID4023888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4023888,07_04_2020
Quizalofop-ethyl,76578148,DTXSID9023889,372.81,,,84.3,°C,1,424,°C,3,8.65E-07,mol/L,2,6.49E-09,mmHg,2,259,°C,3,50.7,dyn/cm,4,1.6,4,98.6,cm^3,4,39.1,Å^3,4,1.33,g/cm^3,3,286,cm^3,4,142,mW/(m*K),4,,,,4.73E-08,4,11.8,4,,,,,,,190,3,513,L/kg,2,1.34E-11,cm3/molecule*sec,4,4.48,days,4,0.935,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9023889,07_04_2020
Abamectin,71751412,DTXSID8023892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8023892,07_04_2020
Benzo(b)fluoranthene,205992,DTXSID0023907,252.316,,,166,°C,1,468,°C,3,5.94E-09,mol/L,2,5E-07,mmHg,2,217,°C,3,53.4,dyn/cm,3,1.89,4,90.3,cm^3,4,35.8,Å^3,4,1.28,g/cm^3,3,196,cm^3,4,,,,,,,6.57E-07,2,10.3,4,,,,,,,2600000,1,181000,L/kg,3,3.54E-11,cm3/molecule*sec,4,282,days,2,1.07,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0023907,07_04_2020
Benzo(k)fluoranthene,207089,DTXSID0023909,252.316,,,217,°C,1,480,°C,1,3.17E-09,mol/L,2,9.65E-10,mmHg,2,218,°C,3,53.4,dyn/cm,3,1.89,4,90.3,cm^3,4,35.8,Å^3,4,1.28,g/cm^3,3,196,cm^3,4,,,,,,,5.84E-07,2,10.3,4,,,,,,,900000,1,21900,L/kg,2,3.54E-11,cm3/molecule*sec,4,351,days,2,0.871,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0023909,07_04_2020
Cadmium,7440439,DTXSID1023940,112.414,,,321,°C,2,766,°C,1,1.09,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1023940,07_04_2020
Carbonyl sulfide,463581,DTXSID6023949,60.07,,,-139,°C,1,-50,°C,2,1.68,mol/L,3,9410,mmHg,2,-76.4,°C,4,14.4,dyn/cm,4,1.45,4,14.2,cm^3,4,5.64,Å^3,4,1.14,g/cm^3,4,52.6,cm^3,4,,,,,,,3.68E-05,4,2.18,4,,,,,,,2.03,3,23.9,L/kg,3,1.05E-13,cm3/molecule*sec,4,13.8,days,4,0.198,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023949,07_04_2020
Chlorine dioxide,10049044,DTXSID5023958,67.45,,,-59.2,°C,1,10.5,°C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5023958,07_04_2020
alpha-Cyhalothrin,68085858,DTXSID6023997,449.85,6.8,2,56.6,°C,4,,,,1.11E-08,mol/L,2,7.5E-09,mmHg,2,256,°C,4,,,,,,,,,,,,,,,,,,,,,,,,1.2E-08,4,11.7,4,,,,,,,134,4,182000,L/kg,2,,,,3.54,days,4,9.67,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6023997,07_04_2020
Dicamba,1918009,DTXSID4024018,221.03,,,115,°C,1,314,°C,3,0.0277,mol/L,2,3.38E-05,mmHg,2,152,°C,3,49.6,dyn/cm,4,1.58,4,49.7,cm^3,4,19.7,Å^3,4,1.48,g/cm^3,3,150,cm^3,4,,,,,,,9.42E-10,4,8.68,4,,,,,,,3.74,3,31.6,L/kg,2,4.85E-12,cm3/molecule*sec,4,3.51,days,4,0.256,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4024018,07_04_2020
Dimethylamine,124403,DTXSID5024057,45.085,-0.38,1,-92.1,°C,1,7.4,°C,1,11.9,mol/L,3,1520,mmHg,2,-25.6,°C,3,18.4,dyn/cm,3,1.34,4,14.9,cm^3,4,5.91,Å^3,4,0.711,g/cm^3,3,70.4,cm^3,4,,,,0.363,cP,4,1.77E-05,2,2,2,,,11,2,0.931,4,,,3.63,L/kg,3,6.54E-11,cm3/molecule*sec,2,7.57,days,4,0.164,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5024057,07_04_2020
Fluoranthene,206440,DTXSID3024104,202.256,,,108,°C,1,380,°C,1,1.14E-06,mol/L,2,9.22E-06,mmHg,2,179,°C,3,59.4,dyn/cm,4,1.85,4,72.5,cm^3,4,28.7,Å^3,4,1.25,g/cm^3,3,162,cm^3,4,126,mW/(m*K),4,,,,8.86E-06,2,8.88,2,,,,,,,2150,1,63100,L/kg,2,5E-11,cm3/molecule*sec,2,147,days,2,0.955,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3024104,07_04_2020
Fluorine,7782414,DTXSID3024106,37.997,,,-220,°C,1,-188,°C,1,0.386,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3024106,07_04_2020
"1,6-Diisocyanatohexane",822060,DTXSID4024143,168.196,,,-67,°C,1,255,°C,1,0.0018,mol/L,3,0.014,mmHg,3,133,°C,3,39.4,dyn/cm,4,1.48,4,47.2,cm^3,4,18.7,Å^3,4,1.03,g/cm^3,3,165,cm^3,4,,,,3.58,cP,4,1.12E-06,4,3.61,4,,,,,,,24.9,3,311,L/kg,3,1.75E-11,cm3/molecule*sec,4,3.68,days,4,0.616,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4024143,07_04_2020
Hydrogen cyanide,74908,DTXSID9024148,27.026,,,-13.4,°C,1,25.6,°C,1,37,mol/L,2,742,mmHg,2,-32.5,°C,4,18.9,dyn/cm,4,1.26,4,6.42,cm^3,4,2.54,Å^3,4,0.695,g/cm^3,4,38.9,cm^3,4,,,,,,,0.000133,2,0.437,4,,,9.18,2,,,2.96,1,8.93,L/kg,3,3E-14,cm3/molecule*sec,2,9.91,days,4,0.171,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9024148,07_04_2020
Lead,7439921,DTXSID2024161,207.2,,,196,°C,4,1740,°C,2,0.0462,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2024161,07_04_2020
2-Methoxyethanol,109864,DTXSID5024182,76.095,,,-85,°C,1,124,°C,1,13.1,mol/L,2,9.5,mmHg,2,47.9,°C,3,29.1,dyn/cm,3,1.39,4,19.2,cm^3,4,7.62,Å^3,4,0.957,g/cm^3,3,81.9,cm^3,4,175,mW/(m*K),4,3.24,cP,4,3.3E-07,2,3.96,4,14.9,2,,,,,1.37,3,5.68,L/kg,3,1.25E-11,cm3/molecule*sec,2,4.12,days,4,0.0842,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5024182,07_04_2020
Methyl acrylate,96333,DTXSID0024183,86.09,,,-75,°C,1,80,°C,1,0.574,mol/L,2,86.6,mmHg,2,14.3,°C,3,23.5,dyn/cm,4,1.39,4,22.1,cm^3,4,8.75,Å^3,4,0.951,g/cm^3,3,93.1,cm^3,4,,,,,,,0.000167,4,2.68,4,,,,,,,2.17,3,19.1,L/kg,3,2.21E-11,cm3/molecule*sec,4,4.12,days,4,0.0918,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0024183,07_04_2020
Mecoprop,93652,DTXSID9024194,214.65,,,94.8,°C,1,298,°C,2,0.00314,mol/L,2,8.91E-06,mmHg,3,156,°C,3,42.3,dyn/cm,3,1.54,4,53.4,cm^3,4,21.2,Å^3,4,1.27,g/cm^3,3,170,cm^3,4,141,mW/(m*K),4,17.8,cP,4,1.62E-09,4,8.67,4,,,,,,,5.52,3,20,L/kg,2,1.39E-11,cm3/molecule*sec,4,3.53,days,4,0.0819,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9024194,07_04_2020
MCPA,94746,DTXSID4024195,200.62,,,120,°C,1,307,°C,1,0.00314,mol/L,2,5.9E-06,mmHg,2,155,°C,3,44.2,dyn/cm,3,1.55,4,48.8,cm^3,4,19.4,Å^3,4,1.33,g/cm^3,3,153,cm^3,4,145,mW/(m*K),4,13.3,cP,4,6.94E-09,4,8.53,4,,,,,,,3.64,3,53.7,L/kg,2,1.17E-11,cm3/molecule*sec,4,3.54,days,4,0.112,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4024195,07_04_2020
Paraquat dichloride,1910425,DTXSID7024243,257.16,-4.5,2,,,,303,°C,3,2.72,mol/L,2,0.00248,mmHg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75E-05,4,7.43,4,,,,,,,4.36,1,754,L/kg,3,4.22E-11,cm3/molecule*sec,4,8.3,days,4,3.83,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7024243,07_04_2020
Pendimethalin,40487421,DTXSID7024245,281.312,,,56.3,°C,1,330,°C,2,1.07E-06,mol/L,2,3E-05,mmHg,2,191,°C,3,47.9,dyn/cm,4,1.58,4,77.1,cm^3,4,30.6,Å^3,4,1.23,g/cm^3,3,232,cm^3,4,147,mW/(m*K),4,38,cP,4,1.68E-06,4,10.2,4,,,,,,,0.018,1,5010,L/kg,2,1.38E-11,cm3/molecule*sec,4,3.54,days,4,1.91,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7024245,07_04_2020
Phosgene,75445,DTXSID0024260,98.91,,,-118,°C,1,8.27,°C,1,0.648,mol/L,3,1420,mmHg,2,-29.6,°C,4,31.6,dyn/cm,4,1.42,4,16.4,cm^3,4,6.5,Å^3,4,1.52,g/cm^3,4,64.9,cm^3,4,,,,,,,0.0167,2,2.75,4,,,,,,,2.03,3,40.4,L/kg,3,1E-15,cm3/molecule*sec,2,20.6,days,4,0.143,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0024260,07_04_2020
Phosphoric acid,7664382,DTXSID5024263,97.994,,,20,°C,1,213,°C,2,5.5,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5024263,07_04_2020
Polychlorinated biphenyls,1336363,DTXSID5024267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5024267,07_04_2020
Prometryn,7287196,DTXSID4024272,241.36,,,119,°C,1,352,°C,3,0.000137,mol/L,2,1.24E-06,mmHg,2,191,°C,3,51.5,dyn/cm,4,1.55,4,67.8,cm^3,4,26.9,Å^3,4,1.15,g/cm^3,3,214,cm^3,4,,,,,,,2.33E-08,4,9.11,4,,,,,,,380,1,708,L/kg,2,1.54E-11,cm3/molecule*sec,4,4.74,days,4,0.144,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4024272,07_04_2020
Propargite,2312358,DTXSID4024276,350.47,,,107,°C,3,362,°C,3,1.43E-06,mol/L,2,3E-07,mmHg,2,226,°C,3,51,dyn/cm,4,1.56,4,96.8,cm^3,4,38.4,Å^3,4,1.16,g/cm^3,3,299,cm^3,4,,,,,,,9.79E-06,4,10.7,4,,,,,,,1080,3,3980,L/kg,2,2.94E-11,cm3/molecule*sec,4,5.68,days,4,0.569,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4024276,07_04_2020
Terbacil,5902512,DTXSID8024317,216.67,,,176,°C,1,302,°C,3,0.00328,mol/L,2,4.7E-07,mmHg,2,176,°C,4,42.9,dyn/cm,4,1.54,4,53.7,cm^3,4,21.3,Å^3,4,1.28,g/cm^3,3,172,cm^3,4,,,,22,cP,4,1.55E-06,4,7.51,4,,,,,,,4.57,3,45.7,L/kg,2,1.67E-11,cm3/molecule*sec,4,4.32,days,4,0.662,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8024317,07_04_2020
Thallium acetate,563688,DTXSID6024331,263.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6024331,07_04_2020
Thallium carbonate,6533739,DTXSID1024332,468.77,-0.809,4,272,°C,2,,,,,,,2.58E-05,mmHg,4,170,°C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1024332,07_04_2020
Thallium chloride,7791120,DTXSID6024333,239.83,,,430,°C,1,499,°C,4,0.0389,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6024333,07_04_2020
Thallium nitrate,10102451,DTXSID1024334,266.38,,,,,,430,°C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1024334,07_04_2020
Thallium (I) sulfate,7446186,DTXSID1024336,504.82,-1.03,4,632,°C,1,,,,,,,3.35E-05,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1024336,07_04_2020
Toluene diisocyanate,26471625,DTXSID0024341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0024341,07_04_2020
"2,4,5-Trichlorophenol",95954,DTXSID4024359,197.44,,,67,°C,1,248,°C,1,0.00608,mol/L,2,0.0075,mmHg,2,111,°C,3,43.8,dyn/cm,3,1.61,4,42.8,cm^3,4,17,Å^3,4,1.59,g/cm^3,3,124,cm^3,4,127,mW/(m*K),4,6.7,cP,4,2.67E-07,4,7.49,4,,,,,,,135,1,2290,L/kg,2,3.8E-12,cm3/molecule*sec,4,8.8,days,4,0.236,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4024359,07_04_2020
Cresol,1319773,DTXSID3024364,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3024364,07_04_2020
Triethylamine,121448,DTXSID3024366,101.193,1.45,2,-115,°C,1,89.5,°C,1,0.728,mol/L,2,57.1,mmHg,2,0.707,°C,3,22.7,dyn/cm,3,1.41,4,33.6,cm^3,4,13.3,Å^3,4,0.76,g/cm^3,3,135,cm^3,4,,,,0.372,cP,4,0.000149,2,3.17,4,,,10.8,2,2.69,4,,,61.2,L/kg,3,3.04E-11,cm3/molecule*sec,4,8.83,days,4,1.49,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3024366,07_04_2020
Allylamine,107119,DTXSID8024440,57.096,,,-88,°C,1,53.5,°C,1,17.5,mol/L,2,242,mmHg,2,-2.94,°C,3,23.2,dyn/cm,3,1.41,4,19.2,cm^3,4,7.62,Å^3,4,0.785,g/cm^3,3,76.8,cm^3,4,209,mW/(m*K),4,0.462,cP,4,1.52E-05,4,3.73,4,,,9.74,2,,,,,4.14,L/kg,4,3.15E-11,cm3/molecule*sec,4,5.17,days,4,0.155,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8024440,07_04_2020
Brucine,357573,DTXSID2024662,394.471,,,178,°C,1,634,°C,2,0.00171,mol/L,3,1.69E-10,mmHg,3,301,°C,3,65.4,dyn/cm,4,1.69,4,106,cm^3,4,42,Å^3,4,1.39,g/cm^3,3,278,cm^3,4,,,,,,,3.95E-09,4,11.7,4,,,,,,,,,108000,L/kg,4,8.4E-11,cm3/molecule*sec,4,51.7,days,4,2.3,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2024662,07_04_2020
Calcium monochromate,13765190,DTXSID0024717,156.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0024717,07_04_2020
N-(3-Chloroallyl)hexaminium chloride,4080313,DTXSID5024760,251.16,0.54,4,181,°C,4,,,,1.67,mol/L,4,0.00338,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38E-06,4,6.12,4,,,,,,,14.4,4,141,L/kg,4,,,,42.5,days,4,0.617,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5024760,07_04_2020
Cobalt naphthenates,61789513,DTXSID1024839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1024839,07_04_2020
Crotonaldehyde,4170303,DTXSID8024864,70.091,,,-76.3,°C,2,103,°C,2,0.701,mol/L,3,30,mmHg,2,11.8,°C,3,23.1,dyn/cm,3,1.4,4,20.8,cm^3,4,8.26,Å^3,4,0.844,g/cm^3,3,85.5,cm^3,4,149,mW/(m*K),4,0.362,cP,4,1.45E-05,2,2.7,4,,,,,,,2.21,3,10.7,L/kg,3,3.61E-11,cm3/molecule*sec,2,4.44,days,4,0.122,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8024864,07_04_2020
Dazomet,533744,DTXSID7024902,162.27,,,106,°C,1,259,°C,3,0.0185,mol/L,2,2.8E-06,mmHg,2,94.3,°C,3,62.4,dyn/cm,4,1.66,4,46,cm^3,4,18.3,Å^3,4,1.27,g/cm^3,3,125,cm^3,4,,,,,,,2.66E-10,2,5.08,4,,,,,,,,,10,L/kg,2,2.51E-11,cm3/molecule*sec,4,4.35,days,4,0.54,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7024902,07_04_2020
"2,3-Dichloro-1-propene",78886,DTXSID6025012,110.97,,,-83,°C,1,94.3,°C,1,0.0194,mol/L,2,61.2,mmHg,2,12.1,°C,3,24.8,dyn/cm,4,1.44,4,25.2,cm^3,4,10,Å^3,4,1.14,g/cm^3,3,95.7,cm^3,4,127,mW/(m*K),4,0.519,cP,4,0.0003,4,3.23,4,,,,,,,,,48,L/kg,4,2.44E-11,cm3/molecule*sec,4,5.05,days,4,0.0792,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6025012,07_04_2020
"4,4'-Diphenylmethane diisocyanate",101688,DTXSID7025180,250.257,,,41,°C,1,197,°C,1,2.65E-05,mol/L,3,5E-06,mmHg,2,155,°C,3,45.7,dyn/cm,4,1.59,4,74.4,cm^3,4,29.5,Å^3,4,1.16,g/cm^3,3,221,cm^3,4,,,,,,,1.88E-06,4,7.57,4,,,,,,,795,3,17500,L/kg,3,1.15E-11,cm3/molecule*sec,4,5.26,days,4,6.56,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7025180,07_04_2020
Ethylene glycol dimethyl ether,110714,DTXSID0025286,90.122,,,-58,°C,1,85,°C,1,11.1,mol/L,2,48,mmHg,2,7.64,°C,3,22.2,dyn/cm,3,1.37,4,24.1,cm^3,4,9.54,Å^3,4,0.875,g/cm^3,3,107,cm^3,4,142,mW/(m*K),4,0.462,cP,4,6.57E-05,4,2.93,4,,,,,,,,,13.1,L/kg,4,2.74E-11,cm3/molecule*sec,2,6.47,days,4,0.15,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0025286,07_04_2020
