PREFERRED NAME,CAS NUMBER,DSSTOX ID,Molecular Mass,LogP: Octanol-Water,LogP: Octanol-Water - Score,Melting Point,Melting Point - Units,Melting Point - Score,Boiling Point,Boiling Point - Units,Boiling Point - Score,Water Solubility,Water Solubility - Units,Water Solubility - Score,Vapor Pressure,Vapor Pressure - Units,Vapor Pressure - Score,Flash Point,Flash Point - Units,Flash Point - Score,Surface Tension,Surface Tension - Units,Surface Tension - Score,Index of Refraction,Index of Refraction - Score,Molar Refractivity,Molar Refractivity - Units,Molar Refractivity - Score,Polarizability,Polarizability - Units,Polarizability - Score,Density,Density - Units,Density - Score,Molar Volume,Molar Volume - Units,Molar Volume - Score,Thermal Conductivity,Thermal Conductivity - Units,Thermal Conductivity - Score,Viscosity,Viscosity - Units,Viscosity - Score,Henry's Law,Henry's Law - Score,LogKoa: Octanol-Air,LogKoa: Octanol-Air - Score,pKa Acidic Apparent,pKa Acidic Apparent - Score,pKa Basic Apparent,pKa Basic Apparent - Score,Bioaccumulation Factor,Bioaccumulation Factor - Score,Bioconcentration Factor,Bioconcentration Factor - Score,Soil Adsorp. Coeff. (Koc),Soil Adsorp. Coeff. (Koc) - Units,Soil Adsorp. Coeff. (Koc) - Score,Atmos. Hydroxylation Rate,Atmos. Hydroxylation Rate - Units,Atmos. Hydroxylation Rate - Score,Biodeg. Half-Life,Biodeg. Half-Life - Units,Biodeg. Half-Life - Score,Fish Biotrans. Half-Life (Km),Fish Biotrans. Half-Life (Km) - Units,Fish Biotrans. Half-Life (Km) - Score,Data Quality - CompTox,Data Source,Consulted Date
"2,4-Dichlorobiphenyl",33284503,DTXSID8040301,223.1,,,80.4,°C,3,302,°C,3,5.15E-06,mol/L,2,0.00138,mmHg,2,135,°C,3,42.8,dyn/cm,3,1.59,4,60.6,cm^3,4,24,Å^3,4,1.24,g/cm^3,3,179,cm^3,4,127,mW/(m*K),4,,,,0.00028,2,7.38,4,,,,,,,,,20700,L/kg,4,2.6E-12,cm3/molecule*sec,2,1920,days,2,42.4,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8040301,07_04_2020
"2,2',4,4',6,6'-Hexachlorobiphenyl",33979032,DTXSID3040302,360.86,,,139,°C,3,366,°C,3,1.13E-09,mol/L,2,8.46E-06,mmHg,1,176,°C,3,48,dyn/cm,4,1.63,4,80.2,cm^3,4,31.8,Å^3,4,1.6,g/cm^3,3,226,cm^3,4,117,mW/(m*K),4,,,,8.57E-05,4,8.99,2,,,,,,,,,1200000,L/kg,2,6.59E-13,cm3/molecule*sec,4,17.5,days,4,237,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3040302,07_04_2020
"2',3,4-Trichlorobiphenyl",38444869,DTXSID8040303,257.54,,,81.5,°C,3,325,°C,3,5.16E-07,mol/L,2,0.000103,mmHg,2,189,°C,3,43.1,dyn/cm,4,1.6,4,65.5,cm^3,4,26,Å^3,4,1.34,g/cm^3,3,191,cm^3,4,125,mW/(m*K),4,,,,0.00016,2,7.88,4,,,,,,,,,52200,L/kg,4,1E-12,cm3/molecule*sec,2,150,days,2,63.1,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8040303,07_04_2020
Copper nitrate,3251238,DTXSID7040314,187.554,-0.129,4,115,°C,1,,,,,,,49.8,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7040314,07_04_2020
Zinc sulfate,7733020,DTXSID2040315,161.44,-1.03,4,100,°C,1,,,,,,,3.35E-05,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2040315,07_04_2020
Nickel(II) chloride,7718549,DTXSID7040316,129.59,,,571,°C,1,516,°C,4,0.646,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7040316,07_04_2020
C.I. Solvent Orange 7,3118976,DTXSID5040706,276.339,4.7,3,,,,366,°C,3,8.07E-06,mol/L,3,1.27E-09,mmHg,3,283,°C,3,,,,,,,,,,,,1.14,g/cm^3,4,,,,,,,,,,6.06E-07,4,10.7,4,,,,,,,,,4940,L/kg,4,1.48E-11,cm3/molecule*sec,4,6.53,days,4,0.573,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5040706,07_04_2020
4-Chlorophenyl isocyanate,104121,DTXSID7040732,153.57,,,30,°C,1,204,°C,1,0.00031,mol/L,3,0.194,mmHg,2,80.4,°C,3,41.3,dyn/cm,4,1.55,4,40.8,cm^3,4,16.2,Å^3,4,1.19,g/cm^3,3,128,cm^3,4,,,,,,,2.25E-07,4,3.97,4,,,,,,,,,54.6,L/kg,4,1.4E-12,cm3/molecule*sec,4,4.73,days,4,0.548,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7040732,07_04_2020
Triphenyltin chloride,639587,DTXSID2040733,385.48,,,104,°C,1,240,°C,2,2.58E-06,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2040733,07_04_2020
Lead(IV) acetate,546678,DTXSID6041058,443.4,-0.285,4,175,°C,1,,,,,,,13.9,mmHg,4,40,°C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6041058,07_04_2020
Lead(II) chloride,7758954,DTXSID1041059,278.1,,,206,°C,4,518,°C,4,0.00416,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1041059,07_04_2020
Nickel(II) chloride hexahydrate,7791200,DTXSID7041170,237.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7041170,07_04_2020
"1,2-Dibromo-1,1,2,2-tetrafluoroethane",124732,DTXSID0041226,259.824,,,-111,°C,1,47.3,°C,1,1.15E-05,mol/L,2,325,mmHg,2,-1.02,°C,3,26.9,dyn/cm,3,1.41,4,27.4,cm^3,4,10.8,Å^3,4,2.29,g/cm^3,3,110,cm^3,4,75.4,mW/(m*K),4,0.861,cP,4,0.0587,4,2.87,4,,,,,,,,,80.1,L/kg,4,1.3E-16,cm3/molecule*sec,2,10.1,days,4,0.667,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0041226,07_04_2020
"3,3'-Dimethyl-4,4'-diphenylene diisocyanate",91974,DTXSID7041463,264.284,,,71,°C,1,384,°C,2,6.08E-06,mol/L,3,2.07E-05,mmHg,3,144,°C,3,41.7,dyn/cm,4,1.58,4,78.6,cm^3,4,31.2,Å^3,4,1.15,g/cm^3,3,235,cm^3,4,,,,,,,5.36E-07,4,7.38,4,,,,,,,,,896,L/kg,4,1.71E-11,cm3/molecule*sec,4,4.49,days,4,6.49,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7041463,07_04_2020
Boron trichloride,10294345,DTXSID2041676,117.16,,,-107,°C,1,12.5,°C,2,0.0897,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2041676,07_04_2020
Boron trifluoride,7637072,DTXSID7041677,67.81,,,-127,°C,1,-100,°C,1,1.3,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7041677,07_04_2020
Copper(II) oxalate,814915,DTXSID0041802,151.564,-0.931,3,,,,269,°C,3,4.43,mol/L,3,0.0019,mmHg,3,158,°C,3,57.7,dyn/cm,3,1.48,4,14.4,cm^3,4,5.73,Å^3,4,1.66,g/cm^3,3,50.8,cm^3,4,171,mW/(m*K),4,4.2,cP,4,1.95E-10,4,6.48,4,,,,,,,,,8.41,L/kg,4,4.48E-13,cm3/molecule*sec,4,8.38,days,4,0.173,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0041802,07_04_2020
Dichlorobenzene,25321226,DTXSID0041854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0041854,07_04_2020
Famphur,52857,DTXSID7041966,325.33,,,53,°C,1,389,°C,3,0.000409,mol/L,3,5.82E-06,mmHg,3,194,°C,3,51,dyn/cm,4,1.55,4,76.9,cm^3,4,30.5,Å^3,4,1.35,g/cm^3,3,240,cm^3,4,,,,,,,3.73E-07,4,9.68,4,,,,,,,,,158,L/kg,4,1.7E-11,cm3/molecule*sec,4,4.26,days,4,0.35,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7041966,07_04_2020
"1,1,1,2-tetrachloro-2-fluoroethane",354110,DTXSID6042020,185.83,,,-95.3,°C,1,117,°C,2,0.00335,mol/L,3,23,mmHg,3,28,°C,3,30.4,dyn/cm,3,1.46,4,30.8,cm^3,4,12.2,Å^3,4,1.62,g/cm^3,3,113,cm^3,4,90.7,mW/(m*K),4,1.4,cP,4,0.00617,4,3.89,4,,,,,,,,,72.8,L/kg,4,3.82E-14,cm3/molecule*sec,4,5.8,days,4,10.8,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6042020,07_04_2020
"1,1-dichloro-1,2,2-trifluoroethane",812044,DTXSID6042022,152.93,,,-88.4,°C,3,33.7,°C,3,0.00408,mol/L,3,463,mmHg,3,-0.372,°C,3,24.6,dyn/cm,3,1.34,4,21.4,cm^3,4,8.49,Å^3,4,1.48,g/cm^3,3,101,cm^3,4,86.3,mW/(m*K),4,0.568,cP,4,0.0338,4,2.11,4,,,,,,,,,81.8,L/kg,4,1.63E-14,cm3/molecule*sec,4,3.68,days,4,4.89,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6042022,07_04_2020
"1-chloro-1,1,2,2-tetrafluoroethane",354256,DTXSID1042023,136.47,,,-117,°C,1,-10.1,°C,1,0.0123,mol/L,3,1540,mmHg,3,-16.5,°C,3,20.3,dyn/cm,3,1.28,4,16.7,cm^3,4,6.64,Å^3,4,1.43,g/cm^3,3,95.1,cm^3,4,83.6,mW/(m*K),4,0.515,cP,4,0.0762,4,1.35,4,,,,,,,,,94.6,L/kg,4,8.88E-15,cm3/molecule*sec,4,4.58,days,4,0.43,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1042023,07_04_2020
"3,3-Dichloro-1,1,1,2,2-pentafluoropropane",422560,DTXSID1042027,202.93,,,-94,°C,1,51.1,°C,1,0.00172,mol/L,3,240,mmHg,2,3.21,°C,3,17.5,dyn/cm,3,1.33,4,26.4,cm^3,4,10.4,Å^3,4,1.54,g/cm^3,3,129,cm^3,4,77.8,mW/(m*K),4,0.621,cP,4,0.502,2,2.39,4,,,,,,,,,1390,L/kg,4,2.5E-14,cm3/molecule*sec,2,4.58,days,4,5.95,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1042027,07_04_2020
"1,3-Dichloro-1,1,2,2,3-pentafluoropropane",507551,DTXSID6042028,202.93,,,-151,°C,1,55,°C,1,0.00142,mol/L,3,286,mmHg,2,8.62,°C,3,20.5,dyn/cm,3,1.33,4,26.4,cm^3,4,10.4,Å^3,4,1.53,g/cm^3,3,129,cm^3,4,84.3,mW/(m*K),4,0.582,cP,4,0.156,4,2.26,4,,,,,,,,,762,L/kg,4,8.85E-15,cm3/molecule*sec,2,4.45,days,4,5.95,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6042028,07_04_2020
"3-chloro-1,1,1-trifluoropropane",460355,DTXSID5042033,132.51,,,-107,°C,1,45.5,°C,1,0.00803,mol/L,3,517,mmHg,3,8.32,°C,3,19,dyn/cm,3,1.32,4,21.3,cm^3,4,8.43,Å^3,4,1.27,g/cm^3,3,106,cm^3,4,98,mW/(m*K),4,0.542,cP,4,0.0441,4,1.99,4,,,,,,,,,73.1,L/kg,4,4.94E-14,cm3/molecule*sec,4,4.58,days,4,0.212,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5042033,07_04_2020
Isodrin,465736,DTXSID7042065,364.9,,,127,°C,3,330,°C,3,7.5E-08,mol/L,3,8.75E-05,mmHg,3,183,°C,3,55.3,dyn/cm,4,1.66,4,77.7,cm^3,4,30.8,Å^3,4,1.74,g/cm^3,3,211,cm^3,4,,,,,,,5.18E-05,4,9.4,4,,,,,,,,,48000,L/kg,4,8.02E-11,cm3/molecule*sec,4,363,days,4,27.7,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7042065,07_04_2020
Manganese carbonate (1:1),598629,DTXSID1042108,114.946,-0.751,3,,,,217,°C,3,2.79,mol/L,3,0.0106,mmHg,3,170,°C,4,78,dyn/cm,4,1.44,4,9.78,cm^3,4,3.88,Å^3,4,1.67,g/cm^3,4,37.2,cm^3,4,,,,,,,3.87E-09,4,6.37,4,,,,,,,,,3.84,L/kg,4,3.47E-14,cm3/molecule*sec,4,7.58,days,4,0.143,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1042108,07_04_2020
Manganese dioxide,1313139,DTXSID6042109,86.936,,,243,°C,4,564,°C,4,0.0182,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6042109,07_04_2020
Manganese(II) oxide,1344430,DTXSID5042110,70.937,,,243,°C,4,564,°C,4,0.0238,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5042110,07_04_2020
Mercury(II) iodide,7774290,DTXSID9042124,454.4,,,,,,350,°C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9042124,07_04_2020
Mercury(II) oxide,21908532,DTXSID4042125,216.59,,,192,°C,4,497,°C,4,0.0082,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4042125,07_04_2020
N-Nitrosomethylvinylamine,4549400,DTXSID3042211,100.121,0.294,3,,,,144,°C,3,0.711,mol/L,3,4.39,mmHg,3,32.5,°C,3,30.8,dyn/cm,4,1.44,4,28.5,cm^3,4,11.3,Å^3,4,0.967,g/cm^3,3,107,cm^3,4,165,mW/(m*K),4,,,,1.44E-06,4,2.59,4,,,,,,,,,49.6,L/kg,4,2.72E-11,cm3/molecule*sec,4,4.45,days,4,0.144,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3042211,07_04_2020
Osmium tetroxide,20816120,DTXSID5042245,254.23,,,243,°C,4,130,°C,2,0.0011,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5042245,07_04_2020
Potassium warfarin,2610868,DTXSID5042324,346.423,,,170,°C,3,452,°C,3,0.000152,mol/L,3,1.83E-08,mmHg,3,207,°C,3,58.7,dyn/cm,4,1.64,4,84.4,cm^3,4,33.5,Å^3,4,1.32,g/cm^3,3,236,cm^3,4,,,,66.7,cP,4,1.14E-09,4,10.7,4,,,,,,,,,947,L/kg,4,3.35E-11,cm3/molecule*sec,4,3.35,days,4,0.409,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5042324,07_04_2020
Titanium tetrachloride,7550450,DTXSID8042476,189.67,,,226,°C,4,548,°C,4,0.0145,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8042476,07_04_2020
Zinc sulfide,1314983,DTXSID7042518,97.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7042518,07_04_2020
Arsenic chloride,7784341,DTXSID3042556,181.27,,,-16,°C,1,130,°C,1,0.0126,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3042556,07_04_2020
Manganese sulfate (1:1),7785877,DTXSID9044160,150.99,-1.03,4,,,,,,,,,,3.35E-05,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9044160,07_04_2020
Antimony trichloride,10025919,DTXSID4044161,228.11,,,73.4,°C,1,224,°C,1,0.00523,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4044161,07_04_2020
Mercuric nitrate,10045940,DTXSID9044162,324.6,-0.129,4,,,,,,,,,,49.8,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9044162,07_04_2020
Cadmium dinitrate,10325947,DTXSID7044504,236.422,,,247,°C,4,591,°C,4,0.148,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7044504,07_04_2020
Barium chloride,10361372,DTXSID7044508,208.23,,,963,°C,1,1560,°C,1,0.0359,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7044508,07_04_2020
"1,6-Diisocyanato-2,2,4-trimethylhexane",16938220,DTXSID0044602,210.277,,,-11.5,°C,3,262,°C,3,0.000114,mol/L,3,0.0035,mmHg,3,117,°C,3,33.9,dyn/cm,4,1.48,4,61,cm^3,4,24.2,Å^3,4,0.978,g/cm^3,3,216,cm^3,4,,,,5.83,cP,4,4.88E-07,4,4.46,4,,,,,,,,,178,L/kg,4,1.5E-11,cm3/molecule*sec,4,4.47,days,4,0.743,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0044602,07_04_2020
Ethylene glycol phenyl ether methacrylate,10595069,DTXSID6044773,206.241,,,45.7,°C,3,279,°C,3,0.002,mol/L,3,0.000452,mmHg,3,127,°C,3,35,dyn/cm,4,1.5,4,57.4,cm^3,4,22.8,Å^3,4,1.06,g/cm^3,3,194,cm^3,4,141,mW/(m*K),4,,,,1.61E-07,4,6.68,4,,,,,,,,,155,L/kg,4,3.43E-11,cm3/molecule*sec,4,4.66,days,4,1.19,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6044773,07_04_2020
"1,3-Diisocyanatobenzene",123615,DTXSID9044792,160.132,,,49,°C,1,103,°C,1,0.00424,mol/L,3,0.027,mmHg,3,89.7,°C,3,47.6,dyn/cm,4,1.57,4,44.7,cm^3,4,17.7,Å^3,4,1.18,g/cm^3,3,137,cm^3,4,,,,,,,5.93E-07,4,3.49,4,,,,,,,,,34.2,L/kg,4,1.97E-12,cm3/molecule*sec,4,4.46,days,4,0.164,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9044792,07_04_2020
2-[2-(2-Propoxyethoxy)ethoxy]ethanol,23305648,DTXSID8044880,192.255,,,-37.7,°C,3,267,°C,3,1.7,mol/L,3,0.00663,mmHg,3,120,°C,3,34.4,dyn/cm,3,1.44,4,50.5,cm^3,4,20,Å^3,4,1,g/cm^3,3,194,cm^3,4,171,mW/(m*K),4,6.87,cP,4,9.92E-09,4,7.76,4,,,,,,,,,19.4,L/kg,4,4.01E-11,cm3/molecule*sec,4,3.68,days,4,0.391,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8044880,07_04_2020
"1,3-Bis(isocyanatomethyl)cyclohexane",38661722,DTXSID6044933,194.234,,,16.5,°C,3,271,°C,3,0.000664,mol/L,3,0.00436,mmHg,3,126,°C,3,44.5,dyn/cm,4,1.55,4,53.9,cm^3,4,21.4,Å^3,4,1.11,g/cm^3,3,169,cm^3,4,,,,4.5,cP,4,1.01E-06,4,4.44,4,,,,,,,,,36.7,L/kg,4,1.2E-11,cm3/molecule*sec,4,5,days,4,0.614,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6044933,07_04_2020
"1,1'-oxybis(4-isocyanatobenzene)",4128738,DTXSID6044937,252.229,,,95.3,°C,3,324,°C,3,1.97E-05,mol/L,3,1.58E-05,mmHg,3,139,°C,3,47.5,dyn/cm,4,1.59,4,71.2,cm^3,4,28.2,Å^3,4,1.21,g/cm^3,3,211,cm^3,4,,,,,,,6.27E-07,4,7.26,4,,,,,,,,,1670,L/kg,4,4.74E-12,cm3/molecule*sec,4,4.95,days,4,2.34,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6044937,07_04_2020
2-(2-Ethoxyethoxy)ethyl prop-2-enoate,7328178,DTXSID6044983,188.223,,,-37.8,°C,3,230,°C,3,0.301,mol/L,3,0.0598,mmHg,3,101,°C,3,30.7,dyn/cm,4,1.43,4,48.7,cm^3,4,19.3,Å^3,4,1.01,g/cm^3,3,188,cm^3,4,,,,,,,1.22E-05,4,5.09,4,,,,,,,,,23.2,L/kg,4,2.64E-11,cm3/molecule*sec,4,4.29,days,4,0.28,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6044983,07_04_2020
D-Nicotine,25162009,DTXSID0046351,162.236,,,-79,°C,1,247,°C,1,4.53,mol/L,3,0.0113,mmHg,3,98.6,°C,3,38,dyn/cm,3,1.54,4,49.3,cm^3,4,19.5,Å^3,4,1.03,g/cm^3,3,157,cm^3,4,143,mW/(m*K),4,7.28,cP,4,6.66E-06,4,5.81,4,,,,,,,,,107,L/kg,4,4.32E-11,cm3/molecule*sec,4,3.36,days,4,5.94,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0046351,07_04_2020
Polymethylene polyphenyl isocynate,9016879,DTXSID3047473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3047473,07_04_2020
"Chromic acid (H2CrO4), zinc salt (1:1)",13530659,DTXSID7047485,181.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7047485,07_04_2020
Decachlorobiphenyl,2051243,DTXSID4047541,498.63,,,306,°C,2,466,°C,3,1.49E-11,mol/L,2,1.06E-07,mmHg,2,225,°C,3,52.8,dyn/cm,4,1.65,4,99.8,cm^3,4,39.6,Å^3,4,1.94,g/cm^3,3,274,cm^3,4,102,mW/(m*K),4,,,,1.09E-05,4,11.7,4,,,,,,,,,734000,L/kg,4,1.71E-13,cm3/molecule*sec,4,146,days,4,724,days,2,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4047541,07_04_2020
Barium nitrate,10022318,DTXSID8049200,261.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8049200,07_04_2020
