TRI_CHEM_ID,EFFICIENCY RANGE CODE,METHOD NAME - 2005 AND AFTER,WASTE STREAM CODE,NUMBER
N530,E3,Biological treatment with or without precipitation,W,1
N530,E3,Flare,A,1
N530,E3,Incineration - thermal destruction other than use as a fuel,A,4
N530,E3,Other Air Emission Treatment,A,1
N530,E3,Scrubber,A,2
N530,E4,Adsorption,A,1
N530,E4,Biological treatment with or without precipitation,W,4
N530,E4,Chemical oxidation,W,1
N530,E4,Chemical reduction with or without precipitation,W,1
N530,E4,Condenser,A,1
N530,E4,Flare,A,4
N530,E4,Incineration - thermal destruction other than use as a fuel,A,4
N530,E4,Mechanical Separation,A,1
N530,E4,Phase separation,W,1
N530,E4,Scrubber,A,1
N530,E5,Absorber,A,1
N530,E5,Adsorption,W,1
N530,E5,Biological treatment with or without precipitation,W,1
N530,E5,Scrubber,A,3
N530,E6,Incineration - thermal destruction other than use as a fuel,A,1
N530,E6,Mechanical Separation,A,3
N530,E6,Neutralization,W,1
N530,E6,Other treatment,W,1
N530,E6,Scrubber,A,1
N530,E6,Settling or clarification,W,1
N575,E4,Mechanical Separation,A,1
N575,E6,Other Air Emission Treatment,A,1
N583,E1,Incineration - thermal destruction other than use as a fuel,L,1
N583,E1,Phase separation,L,1
N583,E2,Incineration - thermal destruction other than use as a fuel,L,2
N583,E2,Incineration - thermal destruction other than use as a fuel,S,2
N583,E2,Incineration - thermal destruction other than use as a fuel,W,1
N583,E3,Condenser,A,1
N583,E3,Incineration - thermal destruction other than use as a fuel,L,1
N583,E3,Incineration - thermal destruction other than use as a fuel,S,2
N583,E3,Mechanical Separation,A,1
N583,E3,Scrubber,A,1
N583,E4,Flare,A,1
N583,E4,Incineration - thermal destruction other than use as a fuel,L,1
N583,E4,Mechanical Separation,A,2
N583,E4,Scrubber,A,1
N583,E5,Adsorption,A,1
N583,E5,Electrostatic Precipitator,A,1
N583,E5,Other treatment,L,1
N583,E5,Phase separation,L,2
N583,E6,Chemical reduction with or without precipitation,W,1
N583,E6,Mechanical Separation,A,1
N583,E6,Other treatment,L,1
N583,E6,Phase separation,L,1
N583,E6,Sludge treatment and/or dewatering,S,2
N590,E1,Adsorption,W,4
N590,E1,Biological treatment with or without precipitation,S,3
N590,E1,Biological treatment with or without precipitation,W,5
N590,E1,Electrostatic Precipitator,A,2
N590,E1,Evaporation,W,1
N590,E1,Flare,A,10
N590,E1,Incineration - thermal destruction other than use as a fuel,A,40
N590,E1,Incineration - thermal destruction other than use as a fuel,L,23
N590,E1,Incineration - thermal destruction other than use as a fuel,S,8
N590,E1,Incineration - thermal destruction other than use as a fuel,W,6
N590,E1,Mechanical Separation,A,6
N590,E1,Neutralization,W,2
N590,E1,Other Air Emission Treatment,A,11
N590,E1,Other treatment,L,1
N590,E1,Other treatment,S,1
N590,E1,Other treatment,W,1
N590,E1,Phase separation,L,1
N590,E1,Phase separation,W,3
N590,E1,Scrubber,A,6
N590,E1,Settling or clarification,S,7
N590,E1,Settling or clarification,W,13
N590,E1,Sludge treatment and/or dewatering,S,1
N590,E1,Stabilization or chemical fixation prior to disposal,S,2
N590,E2,Absorber,A,1
N590,E2,Adsorption,W,3
N590,E2,Biological treatment with or without precipitation,W,1
N590,E2,Electrostatic Precipitator,A,4
N590,E2,Flare,A,4
N590,E2,Incineration - thermal destruction other than use as a fuel,A,10
N590,E2,Incineration - thermal destruction other than use as a fuel,L,13
N590,E2,Incineration - thermal destruction other than use as a fuel,S,11
N590,E2,Incineration - thermal destruction other than use as a fuel,W,7
N590,E2,Mechanical Separation,A,2
N590,E2,Other Air Emission Treatment,A,2
N590,E2,Other treatment,L,1
N590,E2,Scrubber,A,2
N590,E2,Settling or clarification,W,3
N590,E2,Stabilization or chemical fixation prior to disposal,S,3
N590,E3,Absorber,A,6
N590,E3,Absorption,W,1
N590,E3,Adsorption,A,17
N590,E3,Adsorption,L,3
N590,E3,Adsorption,W,20
N590,E3,Air or steam stripping,W,4
N590,E3,Biological treatment with or without precipitation,S,5
N590,E3,Biological treatment with or without precipitation,W,8
N590,E3,Chemical reduction with or without precipitation,A,1
N590,E3,Condenser,A,1
N590,E3,Electrostatic Precipitator,A,11
N590,E3,Evaporation,A,1
N590,E3,Flare,A,74
N590,E3,Incineration - thermal destruction other than use as a fuel,A,101
N590,E3,Incineration - thermal destruction other than use as a fuel,L,15
N590,E3,Incineration - thermal destruction other than use as a fuel,S,36
N590,E3,Incineration - thermal destruction other than use as a fuel,W,2
N590,E3,Mechanical Separation,A,27
N590,E3,Other Air Emission Treatment,A,50
N590,E3,Other treatment,A,2
N590,E3,Other treatment,L,3
N590,E3,Other treatment,S,1
N590,E3,Phase separation,L,2
N590,E3,Phase separation,W,28
N590,E3,Scrubber,A,15
N590,E3,Settling or clarification,W,6
N590,E3,Sludge treatment and/or dewatering,S,1
N590,E4,Absorber,A,11
N590,E4,Adsorption,A,20
N590,E4,Adsorption,W,12
N590,E4,Air or steam stripping,A,3
N590,E4,Air or steam stripping,L,1
N590,E4,Air or steam stripping,W,11
N590,E4,Biological treatment with or without precipitation,S,4
N590,E4,Biological treatment with or without precipitation,W,19
N590,E4,Chemical oxidation,A,1
N590,E4,Chemical oxidation,S,1
N590,E4,Condenser,A,2
N590,E4,Electrostatic Precipitator,A,31
N590,E4,Evaporation,A,2
N590,E4,Flare,A,178
N590,E4,Incineration - thermal destruction other than use as a fuel,A,116
N590,E4,Incineration - thermal destruction other than use as a fuel,L,3
N590,E4,Incineration - thermal destruction other than use as a fuel,S,10
N590,E4,Mechanical Separation,A,40
N590,E4,Mechanical Separation,S,1
N590,E4,Other Air Emission Treatment,A,95
N590,E4,Other treatment,A,4
N590,E4,Other treatment,L,4
N590,E4,Other treatment,S,1
N590,E4,Other treatment,W,1
N590,E4,Phase separation,A,1
N590,E4,Phase separation,L,2
N590,E4,Phase separation,S,2
N590,E4,Phase separation,W,39
N590,E4,Scrubber,A,29
N590,E4,Settling or clarification,A,1
N590,E4,Settling or clarification,L,1
N590,E4,Settling or clarification,S,1
N590,E4,Settling or clarification,W,20
N590,E4,Sludge treatment and/or dewatering,S,1
N590,E4,Sludge treatment and/or dewatering,W,1
N590,E4,Stabilization or chemical fixation prior to disposal,S,1
N590,E4,Stabilization or chemical fixation prior to disposal,W,2
N590,E5,Absorber,A,7
N590,E5,Adsorption,A,19
N590,E5,Adsorption,W,5
N590,E5,Air or steam stripping,W,5
N590,E5,Biological treatment with or without precipitation,A,1
N590,E5,Biological treatment with or without precipitation,S,7
N590,E5,Biological treatment with or without precipitation,W,19
N590,E5,Chemical oxidation,W,1
N590,E5,Condenser,A,7
N590,E5,Electrostatic Precipitator,A,30
N590,E5,Evaporation,A,1
N590,E5,Evaporation,W,1
N590,E5,Flare,A,14
N590,E5,Incineration - thermal destruction other than use as a fuel,A,38
N590,E5,Incineration - thermal destruction other than use as a fuel,L,2
N590,E5,Incineration - thermal destruction other than use as a fuel,S,3
N590,E5,Macro-encapsulation prior to disposal,S,1
N590,E5,Mechanical Separation,A,14
N590,E5,Mechanical Separation,W,1
N590,E5,Other Air Emission Treatment,A,41
N590,E5,Other chemical precipitation with or without pretreatment,W,1
N590,E5,Other treatment,A,1
N590,E5,Other treatment,L,3
N590,E5,Phase separation,L,2
N590,E5,Phase separation,W,25
N590,E5,Scrubber,A,45
N590,E5,Settling or clarification,A,1
N590,E5,Settling or clarification,W,18
N590,E5,Sludge treatment and/or dewatering,S,3
N590,E5,Stabilization or chemical fixation prior to disposal,S,4
N590,E6,Absorber,A,1
N590,E6,Absorption,A,1
N590,E6,Absorption,S,1
N590,E6,Absorption,W,1
N590,E6,Adsorption,A,3
N590,E6,Adsorption,S,1
N590,E6,Adsorption,W,6
N590,E6,Air or steam stripping,A,2
N590,E6,Air or steam stripping,L,1
N590,E6,Air or steam stripping,S,1
N590,E6,Air or steam stripping,W,21
N590,E6,Biological treatment with or without precipitation,S,6
N590,E6,Biological treatment with or without precipitation,W,21
N590,E6,Chemical oxidation,A,2
N590,E6,Chemical oxidation,S,1
N590,E6,Chemical oxidation,W,2
N590,E6,Chemical reduction with or without precipitation,A,1
N590,E6,Condenser,A,1
N590,E6,Cyanide destruction with or without precipitation,S,1
N590,E6,Electrostatic Precipitator,A,127
N590,E6,Evaporation,S,2
N590,E6,Evaporation,W,5
N590,E6,Flare,A,8
N590,E6,Incineration - thermal destruction other than use as a fuel,A,12
N590,E6,Incineration - thermal destruction other than use as a fuel,L,3
N590,E6,Incineration - thermal destruction other than use as a fuel,S,3
N590,E6,Incineration - thermal destruction other than use as a fuel,W,1
N590,E6,Macro-encapsulation prior to disposal,L,1
N590,E6,Macro-encapsulation prior to disposal,S,5
N590,E6,Macro-encapsulation prior to disposal,W,1
N590,E6,Mechanical Separation,A,49
N590,E6,Neutralization,L,2
N590,E6,Neutralization,W,8
N590,E6,Other Air Emission Treatment,A,83
N590,E6,Other treatment,A,1
N590,E6,Other treatment,L,6
N590,E6,Other treatment,S,9
N590,E6,Other treatment,W,6
N590,E6,Phase separation,L,6
N590,E6,Phase separation,W,15
N590,E6,Scrubber,A,63
N590,E6,Settling or clarification,A,8
N590,E6,Settling or clarification,L,1
N590,E6,Settling or clarification,S,2
N590,E6,Settling or clarification,W,30
N590,E6,Sludge treatment and/or dewatering,L,1
N590,E6,Sludge treatment and/or dewatering,S,9
N590,E6,Stabilization or chemical fixation prior to disposal,L,3
N590,E6,Stabilization or chemical fixation prior to disposal,S,11
N590,E6,Stabilization or chemical fixation prior to disposal,W,1
N590,E6,Wet air oxidation,A,1
N725,E1,Incineration - thermal destruction other than use as a fuel,A,1
N725,E1,Incineration - thermal destruction other than use as a fuel,L,1
N725,E1,Incineration - thermal destruction other than use as a fuel,S,1
N725,E1,Incineration - thermal destruction other than use as a fuel,W,1
N725,E1,Neutralization,W,3
N725,E1,Settling or clarification,S,3
N725,E1,Settling or clarification,W,12
N725,E1,Stabilization or chemical fixation prior to disposal,S,2
N725,E2,Incineration - thermal destruction other than use as a fuel,L,1
N725,E2,Incineration - thermal destruction other than use as a fuel,S,2
N725,E2,Incineration - thermal destruction other than use as a fuel,W,1
N725,E3,Absorber,A,1
N725,E3,Chemical oxidation,W,1
N725,E3,Electrostatic Precipitator,A,8
N725,E3,Electrostatic Precipitator,S,1
N725,E3,Mechanical Separation,A,27
N725,E3,Other Air Emission Treatment,A,8
N725,E3,Other treatment,W,1
N725,E3,Scrubber,A,9
N725,E3,Settling or clarification,A,4
N725,E3,Settling or clarification,S,6
N725,E3,Settling or clarification,W,6
N725,E4,Absorber,A,1
N725,E4,Electrostatic Precipitator,A,8
N725,E4,Incineration - thermal destruction other than use as a fuel,S,1
N725,E4,Mechanical Separation,A,17
N725,E4,Mechanical Separation,S,1
N725,E4,Other Air Emission Treatment,A,5
N725,E4,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),W,1
N725,E4,Other treatment,A,1
N725,E4,Other treatment,S,1
N725,E4,Other treatment,W,1
N725,E4,Phase separation,W,1
N725,E4,Scrubber,A,20
N725,E4,Settling or clarification,A,2
N725,E4,Settling or clarification,S,4
N725,E4,Settling or clarification,W,12
N725,E4,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,1
N725,E5,Absorber,A,1
N725,E5,Adsorption,A,1
N725,E5,Chemical reduction with or without precipitation,W,3
N725,E5,Electrostatic Precipitator,A,6
N725,E5,Electrostatic Precipitator,W,1
N725,E5,Mechanical Separation,A,7
N725,E5,Other Air Emission Treatment,A,2
N725,E5,Other chemical precipitation with or without pretreatment,W,1
N725,E5,Other treatment,A,1
N725,E5,Scrubber,A,17
N725,E5,Settling or clarification,A,1
N725,E5,Settling or clarification,S,10
N725,E5,Settling or clarification,W,19
N725,E5,Sludge treatment and/or dewatering,S,2
N725,E6,Adsorption,S,1
N725,E6,Cyanide destruction with or without precipitation,S,1
N725,E6,Electrostatic Precipitator,A,20
N725,E6,Evaporation,S,1
N725,E6,Flare,A,1
N725,E6,Incineration - thermal destruction other than use as a fuel,A,2
N725,E6,Incineration - thermal destruction other than use as a fuel,L,7
N725,E6,Incineration - thermal destruction other than use as a fuel,S,5
N725,E6,Incineration - thermal destruction other than use as a fuel,W,2
N725,E6,Mechanical Separation,A,1
N725,E6,Neutralization,L,2
N725,E6,Neutralization,S,1
N725,E6,Neutralization,W,2
N725,E6,Other Air Emission Treatment,A,2
N725,E6,Other chemical precipitation with or without pretreatment,W,1
N725,E6,Other treatment,L,1
N725,E6,Other treatment,S,6
N725,E6,Other treatment,W,1
N725,E6,Scrubber,A,3
N725,E6,Settling or clarification,A,1
N725,E6,Settling or clarification,S,6
N725,E6,Settling or clarification,W,11
N725,E6,Sludge treatment and/or dewatering,S,6
N725,E6,Stabilization or chemical fixation prior to disposal,S,3
N740,E1,Chemical reduction with or without precipitation,W,3
N740,E1,Condenser,A,1
N740,E1,Cyanide destruction with or without precipitation,W,1
N740,E1,Evaporation,W,1
N740,E1,Incineration - thermal destruction other than use as a fuel,A,1
N740,E1,Incineration - thermal destruction other than use as a fuel,L,2
N740,E1,Incineration - thermal destruction other than use as a fuel,S,3
N740,E1,Incineration - thermal destruction other than use as a fuel,W,1
N740,E1,Mechanical Separation,A,4
N740,E1,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,1
N740,E1,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",W,2
N740,E1,Neutralization,L,1
N740,E1,Other Air Emission Treatment,A,1
N740,E1,Other chemical precipitation with or without pretreatment,W,1
N740,E1,Scrubber,A,1
N740,E1,Scrubber,W,1
N740,E1,Settling or clarification,S,1
N740,E1,Settling or clarification,W,6
N740,E1,Sludge treatment and/or dewatering,S,1
N740,E2,Incineration - thermal destruction other than use as a fuel,L,3
N740,E2,Incineration - thermal destruction other than use as a fuel,S,2
N740,E2,Mechanical Separation,A,2
N740,E2,Settling or clarification,A,1
N740,E3,Chemical reduction with or without precipitation,W,2
N740,E3,Cyanide destruction with or without precipitation,W,2
N740,E3,Electrostatic Precipitator,A,4
N740,E3,Evaporation,W,1
N740,E3,Incineration - thermal destruction other than use as a fuel,S,4
N740,E3,Mechanical Separation,A,13
N740,E3,Mechanical Separation,W,1
N740,E3,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",W,1
N740,E3,Other Air Emission Treatment,A,7
N740,E3,Other chemical precipitation with or without pretreatment,L,1
N740,E3,Other chemical precipitation with or without pretreatment,W,1
N740,E3,Other treatment,L,1
N740,E3,Other treatment,S,1
N740,E3,Other treatment,W,1
N740,E3,Scrubber,A,2
N740,E3,Settling or clarification,A,2
N740,E3,Settling or clarification,S,1
N740,E3,Settling or clarification,W,2
N740,E3,Sludge treatment and/or dewatering,W,2
N740,E4,Absorber,A,2
N740,E4,Chemical reduction with or without precipitation,W,4
N740,E4,Electrostatic Precipitator,A,4
N740,E4,Incineration - thermal destruction other than use as a fuel,L,1
N740,E4,Incineration - thermal destruction other than use as a fuel,S,1
N740,E4,Mechanical Separation,A,28
N740,E4,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",W,3
N740,E4,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",X,1
N740,E4,Other Air Emission Treatment,A,4
N740,E4,Other chemical precipitation with or without pretreatment,L,1
N740,E4,Other chemical precipitation with or without pretreatment,W,6
N740,E4,Other treatment,A,1
N740,E4,Other treatment,L,1
N740,E4,Other treatment,S,2
N740,E4,Other treatment,W,4
N740,E4,Phase separation,L,1
N740,E4,Phase separation,W,1
N740,E4,Scrubber,A,13
N740,E4,Settling or clarification,A,5
N740,E4,Settling or clarification,L,1
N740,E4,Settling or clarification,S,2
N740,E4,Settling or clarification,W,2
N740,E5,Absorber,A,2
N740,E5,Adsorption,A,1
N740,E5,Chemical reduction with or without precipitation,W,2
N740,E5,Electrostatic Precipitator,A,2
N740,E5,Evaporation,S,1
N740,E5,Incineration - thermal destruction other than use as a fuel,S,1
N740,E5,Mechanical Separation,A,14
N740,E5,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,1
N740,E5,Other Air Emission Treatment,A,3
N740,E5,Other chemical precipitation with or without pretreatment,W,1
